,AGE
38454,45
38455,51
38456,29
38457,45
38458,41
38459,36
38460,37
38461,56
38462,56
38463,56
38464,59
38465,38
38466,52
38467,55
38468,38
38469,27
38470,38
38471,54
38472,24
38473,33
38474,34
38475,25
38476,58
38477,55
38478,58
38479,53
38480,31
38481,49
38482,49
38483,25
38484,62
38485,29
38486,53
38487,66
38488,37
38489,38
38490,58
38491,36
38492,45
38493,54
38494,53
38495,35
38496,47
38497,37
38498,28
38499,53
38500,33
38501,45
38502,34
38503,30
38504,35
38505,32
38506,30
38507,28
38508,32
38509,27
38510,59
38511,57
38512,36
38513,42
38514,41
38515,25
38516,22
38517,47
38518,30
38519,35
38520,36
38521,29
38522,27
38523,57
38524,34
38525,55
38526,32
38527,53
38528,27
38529,37
38530,51
38531,39
38532,63
38533,36
38534,30
38535,61
38536,31
38537,65
38538,67
38539,31
38540,29
38541,59
38542,57
38543,28
38544,39
38545,29
38546,60
38547,59
38548,53
38549,56
38550,63
38551,40
38552,49
38553,37
38554,45
38555,33
38556,30
38557,45
38558,42
38559,40
38560,63
38561,56
38562,33
38563,66
38564,50
38565,28
38566,37
38567,63
38568,33
38569,34
38570,29
38571,37
38572,55
38573,30
38574,50
38575,54
38576,43
38577,51
38578,39
38579,48
38580,29
38581,33
38582,49
38583,28
38584,22
38585,30
38586,43
38587,52
38588,41
38589,49
38590,40
38591,54
38592,54
38593,39
38594,42
38595,28
38596,37
38597,44
38598,41
38599,44
38600,26
38601,45
38602,58
38603,30
38604,63
38605,24
38606,40
38607,45
38608,43
38609,50
38610,32
38611,29
38612,61
38613,30
38614,39
38615,32
38616,40
38617,24
38618,66
38619,43
38620,45
38621,42
38622,55
38623,33
38624,49
38625,47
38626,61
38627,30
38628,27
38629,45
38630,36
38631,49
38632,45
38633,48
38634,47
38635,41
38636,36
38637,41
38638,35
38639,45
38640,50
38641,36
38642,30
38643,52
38644,35
38645,37
38646,28
38647,37
38648,37
38649,21
38650,39
38651,43
38652,64
38653,27
38654,43
38655,28
38656,44
38657,36
38658,39
38659,62
38660,58
38661,38
38662,26
38663,36
38664,30
38665,39
38666,49
38667,40
38668,46
38669,41
38670,43
38671,59
38672,43
38673,40
38674,48
38675,64
38676,61
38677,43
38678,27
38679,56
38680,46
38681,66
38682,38
38683,30
38684,58
38685,60
38686,32
38687,48
38688,52
38689,63
38690,59
38691,62
38692,45
38693,53
38694,52
38695,42
38696,36
38697,27
38698,25
38699,57
38700,31
38701,37
38702,27
38703,61
38704,59
38705,54
38706,55
38707,37
38708,56
38709,32
38710,27
38711,48
38712,42
38713,34
38714,44
38715,45
38716,44
38717,35
38718,30
38719,45
38720,53
38721,23
38722,58
38723,49
38724,60
38725,31
38726,45
38727,21
38728,38
38729,40
38730,25
38731,38
38732,26
38733,36
38734,39
38735,36
38736,59
38737,36
38738,28
38739,27
38740,44
38741,50
38742,48
38743,61
38744,50
38745,34
38746,42
38747,44
38748,57
38749,28
38750,27
38751,41
38752,42
38753,22
38754,58
38755,28
38756,63
38757,31
38758,22
38759,27
38760,31
38761,57
38762,54
38763,47
38764,33
38765,38
38766,45
38767,47
38768,67
38769,25
38770,46
38771,36
38772,64
38773,57
38774,34
38775,46
38776,41
38777,27
38778,33
38779,40
38780,60
38781,53
38782,51
38783,26
38784,41
38785,30
38786,46
38787,30
38788,31
38789,49
38790,43
38791,37
38792,33
38793,44
38794,50
38795,35
38796,27
38797,40
38798,42
38799,52
38800,38
38801,67
38802,29
38803,28
38804,40
38805,39
38806,33
38807,58
38808,49
38809,66
38810,47
38811,43
38812,43
38813,54
38814,44
38815,44
38816,31
38817,64
38818,33
38819,47
38820,58
38821,50
38822,58
38823,45
38824,48
38825,27
38826,25
38827,57
38828,55
38829,34
38830,62
38831,29
38832,36
38833,39
38834,35
38835,40
38836,31
38837,35
38838,34
38839,47
38840,52
38841,57
38842,34
38843,40
38844,39
38845,51
38846,59
38847,41
38848,46
38849,53
38850,54
38851,50
38852,50
38853,42
38854,46
38855,38
38856,26
38857,43
38858,49
38859,31
38860,27
38861,38
38862,41
38863,28
38864,24
38865,32
38866,57
38867,47
38868,54
38869,25
38870,59
38871,30
38872,38
38873,40
38874,54
38875,62
38876,39
38877,43
38878,41
38879,30
38880,36
38881,32
38882,63
38883,62
38884,51
38885,32
38886,40
38887,38
38888,31
38889,56
38890,49
38891,48
38892,49
38893,31
38894,58
38895,52
38896,57
38897,34
38898,33
38899,52
38900,66
38901,32
38902,56
38903,47
38904,42
38905,44
38906,48
38907,39
38908,30
38909,24
38910,32
38911,40
38912,31
38913,30
38914,29
38915,43
38916,33
38917,37
38918,39
38919,38
38920,34
38921,43
38922,60
38923,63
38924,40
38925,40
38926,44
38927,45
38928,48
38929,62
38930,64
38931,65
38932,65
38933,47
38934,56
38935,36
38936,50
38937,62
38938,40
38939,30
38940,37
38941,63
38942,27
38943,46
38944,51
38945,32
38946,37
38947,36
38948,57
38949,40
38950,47
38951,54
38952,31
38953,51
38954,46
38955,28
38956,53
38957,54
38958,35
38959,47
38960,40
38961,52
38962,29
38963,53
38964,28
38965,33
38966,35
38967,38
38968,30
38969,21
38970,53
38971,29
38972,36
38973,34
38974,60
38975,52
38976,52
38977,59
38978,62
38979,63
38980,44
38981,36
38982,42
38983,57
38984,40
38985,32
38986,49
38987,53
38988,49
38989,49
38990,27
38991,54
38992,51
38993,31
38994,53
38995,44
38996,37
38997,38
38998,38
38999,46
39000,35
39001,51
39002,41
39003,57
39004,37
39005,29
39006,41
39007,60
39008,56
39009,31
39010,47
39011,56
39012,33
39013,31
39014,29
39015,27
39016,49
39017,62
39018,30
39019,32
39020,42
39021,61
39022,28
39023,41
39024,30
39025,46
39026,37
39027,41
39028,30
39029,55
39030,39
39031,27
39032,58
39033,68
39034,46
39035,59
39036,34
39037,48
39038,40
39039,65
39040,61
39041,35
39042,38
39043,24
39044,27
39045,42
39046,46
39047,28
39048,52
39049,22
39050,48
39051,41
39052,34
39053,25
39054,57
39055,41
39056,41
39057,50
39058,30
39059,42
39060,43
39061,43
39062,30
39063,38
39064,32
39065,36
39066,33
39067,64
39068,50
39069,62
39070,37
39071,35
39072,37
39073,50
39074,29
39075,35
39076,47
39077,62
39078,34
39079,42
39080,28
39081,38
39082,27
39083,22
39084,41
39085,49
39086,25
39087,24
39088,44
39089,56
39090,36
39091,59
39092,60
39093,54
39094,21
39095,64
39096,37
39097,55
39098,53
39099,65
39100,62
39101,60
39102,36
39103,59
39104,32
39105,55
39106,38
39107,60
39108,32
39109,29
39110,46
39111,38
39112,32
39113,30
39114,43
39115,65
39116,62
39117,44
39118,40
39119,50
39120,49
39121,60
39122,28
39123,57
39124,46
39125,49
39126,45
39127,65
39128,26
39129,31
39130,42
39131,54
39132,33
39133,37
39134,43
39135,36
39136,44
39137,59
39138,33
39139,54
39140,50
39141,37
39142,54
39143,30
39144,32
39145,45
39146,57
39147,33
39148,42
39149,60
39150,25
39151,60
39152,60
39153,32
39154,54
39155,35
39156,35
39157,42
39158,43
39159,23
39160,30
39161,32
39162,32
39163,26
39164,51
39165,41
39166,53
39167,24
39168,31
39169,50
39170,47
39171,42
39172,51
39173,39
39174,39
39175,51
39176,34
39177,55
39178,62
39179,53
39180,29
39181,37
39182,48
39183,27
39184,64
39185,63
39186,59
39187,42
39188,21
39189,40
39190,47
39191,28
39192,57
39193,49
39194,31
39195,61
39196,43
39197,46
39198,41
39199,65
39200,66
39201,31
39202,47
39203,31
39204,47
39205,31
39206,46
39207,43
39208,45
39209,46
39210,62
39211,35
39212,65
39213,49
39214,61
39215,48
39216,40
39217,62
39218,56
39219,64
39220,37
39221,33
39222,37
39223,34
39224,51
39225,55
39226,47
39227,39
39228,45
39229,29
39230,49
39231,58
39232,38
39233,35
39234,52
39235,58
39236,62
39237,60
39238,33
39239,45
39240,46
39241,35
39242,30
39243,24
39244,38
39245,32
39246,28
39247,46
39248,38
39249,51
39250,60
39251,36
39252,45
39253,52
39254,60
39255,47
39256,39
39257,33
39258,64
39259,24
39260,62
39261,58
39262,66
39263,35
39264,33
39265,43
39266,51
39267,47
39268,66
39269,32
39270,49
39271,57
39272,54
39273,55
39274,35
39275,50
39276,52
39277,61
39278,40
39279,42
39280,41
39281,40
39282,47
39283,23
39284,27
39285,60
39286,65
39287,36
39288,56
39289,45
39290,50
39291,44
39292,25
39293,28
39294,49
39295,56
39296,47
39297,26
39298,47
39299,28
39300,32
39301,24
39302,42
39303,29
39304,44
39305,43
39306,43
39307,41
39308,50
39309,42
39310,34
39311,40
39312,46
39313,32
39314,42
39315,27
39316,29
39317,37
39318,25
39319,39
39320,57
39321,31
39322,55
39323,51
39324,52
39325,45
39326,40
39327,49
39328,56
39329,27
39330,43
39331,36
39332,40
39333,33
39334,31
39335,67
39336,34
39337,51
39338,55
39339,60
39340,38
39341,22
39342,52
39343,37
39344,61
39345,23
39346,28
39347,60
39348,51
39349,31
39350,25
39351,31
39352,36
39353,37
39354,63
39355,58
39356,50
39357,44
39358,41
39359,50
39360,51
39361,56
39362,39
39363,28
39364,36
39365,38
39366,39
39367,54
39368,39
39369,38
39370,58
39371,29
39372,22
39373,39
39374,60
39375,57
39376,53
39377,23
39378,37
39379,44
39380,42
39381,65
39382,33
39383,38
39384,38
39385,40
39386,56
39387,21
39388,43
39389,48
39390,50
39391,40
39392,55
39393,32
39394,40
39395,59
39396,40
39397,38
39398,32
39399,56
39400,29
39401,43
39402,46
39403,38
39404,40
39405,47
39406,40
39407,61
39408,27
39409,64
39410,53
39411,48
39412,23
39413,34
39414,53
39415,42
39416,30
39417,65
39418,47
39419,27
39420,28
39421,57
39422,58
39423,30
39424,61
39425,26
39426,44
39427,61
39428,26
39429,67
39430,57
39431,42
39432,37
39433,26
39434,48
39435,37
39436,27
39437,57
39438,26
39439,33
39440,39
39441,25
39442,39
39443,29
39444,33
39445,36
39446,48
39447,43
39448,53
39449,28
39450,23
39451,60
39452,57
39453,39
39454,47
39455,26
39456,27
39457,54
39458,31
39459,61
39460,40
39461,54
39462,37
39463,48
39464,34
39465,44
39466,50
39467,35
39468,40
39469,51
39470,45
39471,60
39472,38
39473,29
39474,49
39475,34
39476,32
39477,30
39478,41
39479,31
39480,59
39481,42
39482,46
39483,54
39484,27
39485,66
39486,27
39487,54
39488,35
39489,45
39490,62
39491,52
39492,42
39493,53
39494,54
39495,36
39496,45
39497,59
39498,26
39499,64
39500,30
39501,42
39502,29
39503,63
39504,31
39505,33
39506,46
39507,54
39508,27
39509,29
39510,50
39511,59
39512,42
39513,45
39514,45
39515,39
39516,60
39517,45
39518,42
39519,62
39520,32
39521,64
39522,62
39523,53
39524,44
39525,57
39526,64
39527,41
39528,42
39529,58
39530,41
39531,48
39532,64
39533,28
39534,44
39535,29
39536,21
39537,44
39538,53
39539,33
39540,28
39541,59
39542,59
39543,41
39544,28
39545,42
39546,38
39547,38
39548,37
39549,29
39550,40
39551,35
39552,52
39553,36
39554,56
39555,36
39556,53
39557,44
39558,53
39559,53
39560,34
39561,34
39562,30
39563,51
39564,52
39565,63
39566,58
39567,37
39568,25
39569,57
39570,39
39571,46
39572,42
39573,49
39574,33
39575,61
39576,55
39577,55
39578,33
39579,45
39580,40
39581,32
39582,28
39583,42
39584,41
39585,45
39586,40
39587,55
39588,28
39589,28
39590,58
39591,48
39592,40
39593,62
39594,36
39595,33
39596,56
39597,29
39598,25
39599,34
39600,39
39601,68
39602,47
39603,35
39604,60
39605,44
39606,41
39607,49
39608,31
39609,55
39610,63
39611,47
39612,61
39613,53
39614,31
39615,22
39616,41
39617,28
39618,35
39619,40
39620,38
39621,55
39622,60
39623,47
39624,39
39625,60
39626,34
39627,45
39628,39
39629,59
39630,54
39631,63
39632,36
39633,61
39634,33
39635,33
39636,31
39637,39
39638,51
39639,42
39640,57
39641,31
39642,35
39643,49
39644,32
39645,26
39646,52
39647,54
39648,32
39649,49
39650,43
39651,40
39652,29
39653,42
39654,31
39655,49
39656,34
39657,42
39658,53
39659,39
39660,62
39661,26
39662,67
39663,53
39664,29
39665,42
39666,32
39667,30
39668,39
39669,29
39670,42
39671,38
39672,59
39673,52
39674,57
39675,23
39676,60
39677,62
39678,39
39679,37
39680,52
39681,66
39682,33
39683,61
39684,21
39685,49
39686,55
39687,29
39688,50
39689,44
39690,30
39691,31
39692,54
39693,63
39694,31
39695,33
39696,29
39697,54
39698,59
39699,38
39700,37
39701,54
39702,67
39703,36
39704,32
39705,47
39706,25
39707,31
39708,28
39709,64
39710,23
39711,68
39712,33
39713,41
39714,41
39715,59
39716,62
39717,37
39718,38
39719,39
39720,44
39721,63
39722,55
39723,42
39724,40
39725,46
39726,36
39727,34
39728,39
39729,45
39730,22
39731,37
39732,22
39733,56
39734,53
39735,59
39736,48
39737,36
39738,50
39739,49
39740,27
39741,36
39742,41
39743,31
39744,57
39745,30
39746,32
39747,26
39748,44
39749,23
39750,21
39751,55
39752,31
39753,55
39754,46
39755,65
39756,50
39757,55
39758,39
39759,40
39760,53
39761,52
39762,39
39763,52
39764,41
39765,60
39766,34
39767,33
39768,42
39769,61
39770,56
39771,22
39772,58
39773,33
39774,40
39775,32
39776,30
39777,28
39778,52
39779,34
39780,44
39781,46
39782,34
39783,35
39784,60
39785,22
39786,51
39787,47
39788,46
39789,28
39790,38
39791,28
39792,40
39793,42
39794,28
39795,23
39796,49
39797,23
39798,30
39799,40
39800,29
39801,56
39802,63
39803,26
39804,37
39805,25
39806,36
39807,63
39808,44
39809,41
39810,35
39811,35
39812,43
39813,21
39814,45
39815,30
39816,49
39817,46
39818,61
39819,56
39820,61
39821,46
39822,36
39823,40
39824,27
39825,35
39826,35
39827,63
39828,32
39829,45
39830,38
39831,32
39832,44
39833,36
39834,30
39835,39
39836,36
39837,55
39838,30
39839,43
39840,37
39841,21
39842,25
39843,29
39844,28
39845,57
39846,43
39847,46
39848,37
39849,61
39850,52
39851,29
39852,32
39853,67
39854,54
39855,39
39856,62
39857,39
39858,52
39859,35
39860,44
39861,41
39862,33
39863,32
39864,50
39865,55
39866,55
39867,41
39868,67
39869,24
39870,66
39871,42
39872,37
39873,56
39874,41
39875,57
39876,39
39877,29
39878,60
39879,54
39880,62
39881,44
39882,40
39883,51
39884,28
39885,44
39886,47
39887,23
39888,40
39889,56
39890,58
39891,34
39892,47
39893,28
39894,52
39895,47
39896,50
39897,60
39898,64
39899,39
39900,61
39901,38
39902,23
39903,63
39904,29
39905,58
39906,62
39907,23
39908,35
39909,65
39910,32
39911,29
39912,63
39913,60
39914,54
39915,56
39916,43
39917,28
39918,59
39919,30
39920,29
39921,38
39922,24
39923,30
39924,53
39925,38
39926,35
39927,64
39928,65
39929,55
39930,53
39931,43
39932,42
39933,39
39934,64
39935,50
39936,28
39937,64
39938,23
39939,59
39940,53
39941,30
39942,47
39943,40
39944,24
39945,34
39946,53
39947,30
39948,59
39949,42
39950,47
39951,63
39952,40
39953,30
39954,25
39955,39
39956,50
39957,47
39958,23
39959,31
39960,34
39961,40
39962,35
39963,38
39964,44
39965,40
39966,56
39967,39
39968,47
39969,50
39970,50
39971,46
39972,52
39973,33
39974,24
39975,57
39976,56
39977,49
39978,30
39979,48
39980,54
39981,48
39982,34
39983,30
39984,59
39985,49
39986,29
39987,41
39988,41
39989,30
39990,27
39991,33
39992,59
39993,53
39994,45
39995,30
39996,50
39997,53
39998,25
39999,27
40000,54
40001,44
40002,58
40003,59
40004,39
40005,26
40006,56
40007,29
40008,60
40009,26
40010,49
40011,63
40012,44
40013,40
40014,53
40015,57
40016,57
40017,37
40018,57
40019,39
40020,55
40021,28
40022,33
40023,41
40024,29
40025,34
40026,39
40027,27
40028,35
40029,40
40030,21
40031,44
40032,37
40033,29
40034,37
40035,39
40036,40
40037,30
40038,43
40039,49
40040,65
40041,56
40042,53
40043,43
40044,57
40045,37
40046,67
40047,32
40048,36
40049,44
40050,30
40051,45
40052,58
40053,56
40054,33
40055,25
40056,37
40057,52
40058,49
40059,56
40060,27
40061,53
40062,26
40063,48
40064,47
40065,32
40066,39
40067,37
40068,27
40069,51
40070,43
40071,40
40072,41
40073,39
40074,23
40075,41
40076,55
40077,44
40078,29
40079,32
40080,29
40081,22
40082,36
40083,41
40084,46
40085,39
40086,49
40087,26
40088,33
40089,33
40090,30
40091,38
40092,29
40093,47
40094,49
40095,54
40096,62
40097,34
40098,25
40099,41
40100,63
40101,64
40102,42
40103,39
40104,52
40105,50
40106,62
40107,27
40108,46
40109,43
40110,31
40111,32
40112,58
40113,60
40114,56
40115,51
40116,49
40117,30
40118,25
40119,28
40120,67
40121,46
40122,47
40123,43
40124,46
40125,41
40126,57
40127,37
40128,37
40129,38
40130,37
40131,37
40132,36
40133,32
40134,25
40135,49
40136,67
40137,56
40138,50
40139,41
40140,40
40141,43
40142,39
40143,29
40144,32
40145,24
40146,21
40147,30
40148,57
40149,33
40150,45
40151,50
40152,33
40153,49
40154,48
